
1323					
345.858146	222.327647	350	224.550646	0.000131107	0.00025
283.001643	188.591568	345.858146	222.327647	0.000131102	0.00025
253.501412	172.758328	283.001643	188.591568	1.31E-04	0.00025
251.60857	171.74241	253.501412	172.758328	1.31E-04	0.00025
245.771384	168.6095	251.60857	171.74241	1.31E-04	0.00025
94.513049	87.42676	245.771384	168.6095	1.31E-04	0.00025
69.451715	73.975946	94.513049	87.42676	1.31E-04	0.00025
19.252576	47.033274	69.451715	73.975946	1.31E-04	0.00025
0	36.700112	19.252576	47.033274	1.31E-04	0.00025
314.682048	263.26104	350	278.576027	0.000136526	0.00025
269.140811	243.512912	314.682048	263.26104	0.000136527	0.00025
201.723972	214.278827	269.140811	243.512912	0.000136527	0.00025
196.327499	211.938744	201.723972	214.278827	0.00013653	0.00025
0	126.804898	196.327499	211.938744	0.000136524	0.00025
349.523817	260.69437	350	260.947658	0.000131425	0.00025
259.633622	212.880601	349.523817	260.69437	0.000131379	0.00025
236.958984	200.819665	259.633622	212.880601	1.31E-04	0.00025
229.980458	197.107695	236.958984	200.819665	0.000131381	0.00025
217.977544	190.723189	229.980458	197.107695	0.000131379	0.00025
202.441285	182.45925	217.977544	190.723189	0.000131378	0.00025
164.771506	162.422202	202.441285	182.45925	1.31E-04	0.00025
140.008575	149.250476	164.771506	162.422202	1.31E-04	0.00025
117.602197	137.332231	140.008575	149.250476	1.31E-04	0.00025
82.323922	118.567255	117.602197	137.332231	1.31E-04	0.00025
77.437711	115.968216	82.323922	118.567255	1.31E-04	0.00025
40.306785	96.217792	77.437711	115.968216	1.31E-04	0.00025
23.835923	87.456725	40.306785	96.217792	0.00013138	0.00025
13.362462	81.885754	23.835923	87.456725	0.000131378	0.00025
0	74.778086	13.362462	81.885754	0.000131381	0.00025
333.375066	230.850941	350	240.291515	0.000129398	0.00025
318.501275	222.404764	333.375066	230.850941	0.000129402	0.00025
311.327742	218.331227	318.501275	222.404764	1.29E-04	0.00025
308.795648	216.893361	311.327742	218.331227	1.29E-04	0.00025
281.445851	201.362605	308.795648	216.893361	1.29E-04	0.00025
265.996811	192.58977	281.445851	201.362605	1.29E-04	0.00025
256.942919	187.44846	265.996811	192.58977	1.29E-04	0.00025
185.132014	146.670181	256.942919	187.44846	0.000129394	0.00025
180.142997	143.837136	185.132014	146.670181	0.000129398	0.00025
174.696324	140.744208	180.142997	143.837136	0.000129393	0.00025
150.527026	127.019518	174.696324	140.744208	0.000129397	0.00025
65.018004	78.462676	150.527026	127.019518	0.000129396	0.00025
53.99795	72.204868	65.018004	78.462676	0.000129393	0.00025
27.703351	57.273313	53.99795	72.204868	0.000129417	0.00025
0	41.541789	27.703351	57.273313	0.000129436	0.00025
286.336907	115.538362	350	151.230739	1.97E-06	0.00025
266.665093	104.509463	286.336907	115.538362	1.02E-06	0.00025
266.665093	104.509463	212.323279	74.043011	4.66E-07	0.00025
212.323279	74.043011	206.663281	70.869763	4.98E-07	0.00025
206.663281	70.869763	147.415291	37.65269	5.76E-07	0.00025
147.415291	37.65269	110.649622	17.040211	3.20E-07	0.00025
318.119933	211.998799	350	229.512493	1.30E-04	0.00025
246.989595	172.922504	318.119933	211.998799	1.30E-04	0.00025
230.020186	163.600157	246.989595	172.922504	1.30E-04	0.00025
222.608048	159.528211	230.020186	163.600157	1.30E-04	0.00025
217.930665	156.958635	222.608048	159.528211	1.30E-04	0.00025
187.504991	140.24393	217.930665	156.958635	1.30E-04	0.00025
84.545211	83.681752	187.504991	140.24393	0.000130407	0.00025
59.979678	70.186385	84.545211	83.681752	1.30E-04	0.00025
8.171504	41.72495	59.979678	70.186385	0.000130474	0.00025
0	37.235837	8.171504	41.72495	0.00013049	0.00025
328.898624	239.892258	350	251.200748	0.000131162	0.00025
294.189319	221.291111	328.898624	239.892258	0.00013116	0.00025
275.602661	211.330291	294.189319	221.291111	0.000131159	0.00025
231.274011	187.574017	275.602661	211.330291	0.000131161	0.00025
219.797674	181.423705	231.274011	187.574017	0.000131163	0.00025
213.867549	178.245678	219.797674	181.423705	0.000131159	0.00025
182.883599	161.640994	213.867549	178.245678	1.31E-04	0.00025
141.719244	139.580506	182.883599	161.640994	1.31E-04	0.00025
83.239627	108.240553	141.719244	139.580506	1.31E-04	0.00025
59.936445	95.752089	83.239627	108.240553	1.31E-04	0.00025
34.314781	82.021121	59.936445	95.752089	1.31E-04	0.00025
18.098088	73.330394	34.314781	82.021121	1.31E-04	0.00025
0	63.631404	18.098088	73.330394	1.31E-04	0.00025
316.602587	235.097105	350	251.708927	1.33E-04	0.00025
272.181782	213.002265	316.602587	235.097105	1.33E-04	0.00025
242.779075	198.377403	272.181782	213.002265	1.33E-04	0.00025
188.64638	171.451883	242.779075	198.377403	0.000133237	0.00025
161.15077	157.775609	188.64638	171.451883	0.000133237	0.00025
127.382276	140.979212	161.15077	157.775609	0.000133236	0.00025
127.340816	140.958589	127.382276	140.979212	0.000133846	0.00025
82.323922	118.567255	127.340816	140.958589	0.000133236	0.00025
73.316231	114.086844	82.323922	118.567255	0.000133241	0.00025
59.644735	107.286662	73.316231	114.086844	0.000133235	0.00025
0	77.619463	59.644735	107.286662	0.000133237	0.00025
321.596811	174.853837	350	187.684015	0.000134831	0.00025
293.840955	162.316069	321.596811	174.853837	0.000134766	0.00025
250.232598	142.61747	293.840955	162.316069	0.000134578	0.00025
226.723352	131.997965	250.232598	142.61747	1.35E-04	0.00025
186.726713	113.930838	226.723352	131.997965	0.000135003	0.00025
185.734898	113.482819	186.726713	113.930838	0.000135578	0.00025
94.791817	72.402362	185.734898	113.482819	0.000136211	0.00025
89.458242	69.9931	94.791817	72.402362	0.000136355	0.00025
34.541517	45.186329	89.458242	69.9931	0.000136368	0.00025
23.711239	40.294118	34.541517	45.186329	1.37E-04	0.00025
12.443531	35.204313	23.711239	40.294118	1.36E-04	0.00025
0	29.583369	12.443531	35.204313	1.36E-04	0.00025
332.813398	317.730007	350	324.540341	1.41E-04	0.00025
302.514492	305.723814	332.813398	317.730007	1.43E-04	0.00025
301.040098	305.139573	302.514492	305.723814	1.44E-04	0.00025
272.172185	293.700422	301.040098	305.139573	1.46E-04	0.00025
161.258306	249.749875	272.172185	293.700422	1.48E-04	0.00025
151.308843	245.807317	161.258306	249.749875	1.48E-04	0.00025
83.422487	218.906784	151.308843	245.807317	1.50E-04	0.00025
77.667807	216.626445	83.422487	218.906784	1.38E-04	0.00025
67.787299	212.711211	77.667807	216.626445	1.28E-04	0.00025
66.480524	212.193391	67.787299	212.711211	1.19E-04	0.00025
55.984717	208.03434	66.480524	212.193391	1.16E-04	0.00025
39.980638	201.69259	55.984717	208.03434	1.07E-04	0.00025
28.704839	197.224461	39.980638	201.69259	1.06E-04	0.00025
1.053031	186.267202	28.704839	197.224461	9.93E-05	0.00025
0	185.84993	1.053031	186.267202	9.34E-05	0.00025
327.834395	320.479431	350	333.169342	1.36E-04	0.00025
327.326126	320.188445	327.834395	320.479431	1.34E-04	0.00025
315.221554	313.258522	327.326126	320.188445	0.000131093	0.00025
301.040098	305.139573	315.221554	313.258522	0.000128459	0.00025
299.029281	303.988371	301.040098	305.139573	0.000126665	0.00025
273.151091	289.172988	299.029281	303.988371	1.27E-04	0.00025
257.799518	280.384142	273.151091	289.172988	1.28E-04	0.00025
236.064291	267.940625	257.799518	280.384142	1.29E-04	0.00025
188.636947	240.788252	236.064291	267.940625	1.28E-04	0.00025
179.639669	235.637269	188.636947	240.788252	1.28E-04	0.00025
173.699384	232.236428	179.639669	235.637269	1.28E-04	0.00025
132.563602	208.686004	173.699384	232.236428	1.29E-04	0.00025
132.293833	208.53156	132.563602	208.686004	1.29E-04	0.00025
121.795229	202.521061	132.293833	208.53156	1.29E-04	0.00025
81.385913	179.386542	121.795229	202.521061	1.29E-04	0.00025
77.082252	176.922676	81.385913	179.386542	1.29E-04	0.00025
59.17418	166.670222	77.082252	176.922676	1.29E-04	0.00025
0	132.792732	59.17418	166.670222	1.29E-04	0.00025
274.088864	312.874997	350	343.575827	1.96E-04	0.00025
259.703066	307.056932	274.088864	312.874997	2.33E-04	0.00025
202.990136	284.120455	259.703066	307.056932	2.77E-04	0.00025
201.437391	283.492477	202.990136	284.120455	1.95E-04	0.00025
188.260823	278.163462	201.437391	283.492477	1.46E-04	0.00025
182.855025	275.977188	188.260823	278.163462	1.21E-04	0.00025
174.688291	272.674307	182.855025	275.977188	1.03E-04	0.00025
112.865547	247.671262	174.688291	272.674307	8.39E-05	0.00025
102.775033	243.590344	112.865547	247.671262	7.04E-05	0.00025
67.567626	229.351371	102.775033	243.590344	5.70E-05	0.00025
65.03313	228.326341	67.567626	229.351371	5.72E-05	0.00025
62.151806	227.161044	65.03313	228.326341	5.05E-05	0.00025
47.095273	221.071713	62.151806	227.161044	4.54E-05	0.00025
0	202.024916	47.095273	221.071713	3.71E-05	0.00025
347.463737	204.329959	350	205.650526	1.32E-04	0.00025
345.806481	203.467068	347.463737	204.329959	1.32E-04	0.00025
291.972391	175.437035	345.806481	203.467068	1.32E-04	0.00025
288.32074	173.535714	291.972391	175.437035	1.32E-04	0.00025
196.618522	125.788716	288.32074	173.535714	1.32E-04	0.00025
188.856763	121.747366	196.618522	125.788716	1.32E-04	0.00025
90.830818	70.707765	188.856763	121.747366	1.32E-04	0.00025
89.458242	69.9931	90.830818	70.707765	1.32E-04	0.00025
58.946289	54.106307	89.458242	69.9931	1.32E-04	0.00025
9.82062	28.527829	58.946289	54.106307	0.000133208	0.00025
0	23.414483	9.82062	28.527829	0.000133476	0.00025
269.4614	325.685875	298.29068	339.387121	1.72E-06	0.00025
267.725218	324.860746	269.4614	325.685875	1.11E-05	0.00025
194.26296	289.947473	267.725218	324.860746	1.80E-05	0.00025
171.271654	279.02075	194.26296	289.947473	1.90E-05	0.00025
151.526526	269.636788	171.271654	279.02075	2.50E-05	0.00025
87.198332	239.06452	151.526526	269.636788	2.63E-05	0.00025
63.760321	227.925498	87.198332	239.06452	2.59E-05	0.00025
62.151806	227.161044	63.760321	227.925498	3.40E-05	0.00025
35.071264	214.290893	62.151806	227.161044	3.91E-05	0.00025
